454283,105
454283,68718
454283,32302
57800,425
57800,17610
57800,30505
57800,10567
57800,18905
454992,691
454992,646
454992,954
454992,37724
454992,36669
112160,14
112160,449176
112160,53932
112160,86331
112160,17130
127380,12
127380,38055
127380,10555
127380,9479
77338,44564
77338,290762
77338,862
77338,13
77338,50544
387592,49519
387592,278154
387592,263109
387592,86130
608,607
608,601
608,395
608,817
608,954
310,604
310,311
310,6557
310,9946
310,59678
38055,9806
38055,809
38055,787
38055,1368
35056,473149
35056,639
35056,2142
35056,241239
35056,26389
502682,451480
502682,5951
502682,448514
502682,125255
18360,1593
18360,863
18360,38055
18360,44826
238713,954
238713,955
238713,27576
238713,691
238713,302699
353069,13673
353069,11395
353069,8871
353069,9279
353069,10872
109414,14
109414,185
109414,979
109414,359940
109414,419430
399796,325133
399796,49519
399796,8277
399796,116711
399796,10760
10555,109445
10555,62177
10555,578
10555,297762
257445,767
257445,671
257445,674
257445,68728
257445,37933
324852,10140
324852,36819
324852,16314
324852,116711
19913,862
19913,398818
19913,38
19913,489
10625,89185
10625,272693
10625,449176
10625,511785
10625,18892
1593,135397
1593,351286
1593,329
1593,105864
225886,87567
225886,290762
225886,49519
225886,11224
225886,38
809,10882
809,150689
809,810
809,10140
9502,278927
9502,140300
9502,812
9502,604
9502,605
399170,949
399170,9654
399170,298
399170,4771
399170,291805
118,252
118,10830
118,34584
118,9880
118,411
474335,2300
474335,13260
474335,489593
474335,66894
474335,39185
337170,137094
337170,8961
337170,141
337170,954
337170,955
49519,98
49519,116711
72105,862
72105,50544
72105,19913
72105,1024
72105,13523
503619,109414
503619,14
503619,419430
503619,935
503619,1359
4258,957
4258,808
4258,109414
4258,14
4258,185
140300,808
140300,604
140300,605
140300,10140
472918,55292
472918,513691
472918,36647
472918,36648
472918,38167
10192,808
10192,809
10192,810
10192,10882
10192,14442
313369,525
313369,10947
313369,6477
313369,342473
313369,10545
13053,9325
13053,927
13053,11886
13053,10948
13053,10808
194,49519
194,116711
194,10999
194,95
194,1278
62177,10144
62177,109445
62177,10895
62177,10693
301337,604
301337,605
301337,335984
301337,500664
301337,603
10527,11430
10527,9732
10527,9904
10527,8393
10527,363676
382591,433
382591,394117
382591,118
382591,10330
278154,17610
278154,49519
278154,18905
391713,398818
391713,376867
391713,84892
391713,273153
391713,14
302699,954
302699,27576
302699,691
302699,213
302699,955
538604,437029
538604,286538
538604,508747
256961,324668
256961,298
256961,524
256961,11078
256961,646
188222,862
188222,109414
188222,68718
188222,270487
188222,627
59436,8966
59436,411
59436,10140
59436,671
59436,673
8355,351286
8355,329
8355,135397
8355,15997
8355,88751
136799,122
136799,109445
136799,32685
136799,35614
136799,60304
7443,1368
7443,107846
7443,708
7443,1635
7443,9598
543694,381288
543694,550
543694,11324
543694,920
543694,371608
22705,27066
22705,50124
22705,55580
22705,14174
22705,50270
227159,8067
227159,483
227159,562
227159,1571
227159,398175
11688,810
11688,10144
11688,150689
11688,809
11688,10882
787,1620
787,249070
787,101
787,253
787,956
340022,562
340022,1571
340022,1572
340022,2502
340022,8961
41154,348
41154,126889
41154,602
41154,20424
41154,12914
120467,539
120467,311
120467,843
120467,97630
120467,916
541988,620
541988,91586
541988,4011
541988,372058
541988,416234
209244,425
209244,49519
209244,6283
209244,637
209244,93456
22970,460885
22970,98568
22970,17609
22970,11298
22970,298584
518452,273153
518452,11631
518452,437557
518452,297762
518452,425972
4247,22705
4247,979
4247,4771
4247,238636
4247,339692
431530,13673
431530,11395
431530,8871
431530,9279
431530,10872
22538,359784
22538,16129
22538,9958
22538,49332
22538,108723
100042,44564
100042,290762
100042,13
100042,862
100042,77338
224141,10882
224141,11224
224141,808
224141,150689
224141,321612
35,13
35,82703
35,398818
35,122906
35,5915
6477,10191
6477,920
6477,82703
6477,364689
6477,525
49013,920
49013,12
49013,808
49013,812
400928,10830
400928,52449
400928,35052
400928,437670
400928,7340
11430,150689
11430,9732
11430,810
11430,2270
9982,348
9982,602
9982,601
9982,607
9982,608
137106,1924
137106,8536
137106,1452
137106,9531
137106,297762
487702,10625
487702,272693
487702,449176
487702,511785
487702,37725
364689,920
364689,82703
364689,2503
364689,25475
210860,336843
210860,101299
210860,281957
210860,671
210860,674
37735,14671
37735,449176
37735,10625
37735,121875
37735,37725
7453,299687
7453,336843
7453,101299
7453,44826
7453,644
19908,82654
19908,336843
19908,72190
19908,1571
19908,280
138832,4771
138832,339692
138832,429733
138832,979
138832,273481
4327,140300
4327,146
4327,11841
4327,604
4327,605
200727,51828
200727,449176
200727,281957
200727,417678
200727,336843
171274,8966
171274,769
171274,449176
171274,454983
171274,222935
399725,449176
399725,184352
399725,26280
399725,376867
399725,511785
223702,12593
223702,195589
223702,9598
223702,325133
223702,9986
252838,6557
252838,712
252838,50124
252838,24
252838,193893
9928,198184
9928,605
9928,157336
9928,87101
9928,644
109439,18785
109439,45243
109439,8859
109439,981
109439,87502
80321,10527
80321,10258
80321,270946
80321,9836
80321,953
44896,298
44896,324668
44896,524
44896,451
44896,3179
378236,416494
378236,339988
378236,489925
378236,328387
378236,212778
193893,4771
193893,473149
193893,86838
193893,90
193893,562
64688,193893
64688,187017
64688,90
64688,807
64688,359412
511785,400547
511785,376867
511785,184352
511785,10806
203801,27576
203801,691
203801,954
203801,206647
203801,37724
228967,954
228967,955
228967,137094
228967,47964
228967,429351
188161,2105
188161,353491
188161,9598
188161,157336
188161,8467
290762,427900
290762,370663
290762,11224
290762,13
249635,49017
249635,228150
249635,395991
249635,1771
249635,122
23398,370663
23398,258480
23398,11631
23398,297762
23398,437557
15165,224141
15165,812
15165,11224
15165,10674
15165,109445
49524,9654
49524,238636
49524,210577
49524,44147
49524,10528
4256,40264
4256,5060
4256,4258
4256,3034
4256,957
810,10191
810,808
810,71805
810,597
46195,9325
46195,278927
46195,172385
46195,15969
46195,15016
324849,141052
324849,1924
324849,8536
324849,1452
324849,9531
346648,411
346648,278927
346648,2454
346648,281957
346648,10140
350,600
350,2501
350,8966
350,50619
350,281957
9522,6557
9522,50124
9522,712
9522,24
9522,252838
146216,657
146216,667
146216,954
146216,137094
146216,691
187017,10625
187017,272693
187017,449176
187017,487702
353616,254470
353616,114150
353616,335797
353616,354912
353616,419478
196867,11224
196867,150689
196867,9325
196867,15157
196867,224141
34544,5353
34544,857
34544,10782
34544,9654
34544,616
122906,13
122906,141
122906,394117
122906,118
122906,82703
290250,4771
290250,807
290250,395990
290250,169917
290250,22
88751,351286
88751,411
88751,425
88751,122
88751,10140
258509,82703
258509,6477
258509,12
7446,258489
7446,14
7446,856
7446,509
7446,74643
27573,10159
27573,922
27573,11942
27573,335
27573,27644
41630,55721
41630,13
41630,862
41630,68718
41630,137106
8699,109443
8699,358761
257211,273153
257211,11631
257211,437557
257211,297762
257211,376867
433310,82703
433310,41154
433310,206487
433310,105
433310,141
195589,325133
195589,179144
195589,109414
195589,49519
195589,17899
449749,400928
449749,9769
449749,7340
449749,437670
449749,1259
271718,510
271718,378018
271718,195589
271718,10312
271718,325133
397422,13
397422,862
397422,109414
397422,50544
397422,68718
22794,1593
22794,411
22794,105
22794,2062
22794,407451
20760,11285
272693,449176
272693,286565
272693,308369
272693,1259
272693,9880
109451,3034
109451,2062
109451,9738
109451,126889
109451,399055
9472,312221
9472,348893
9472,49524
9472,49530
9472,9691
74465,449176
74465,1259
74465,272693
74465,17130
74465,13078
7512,263115
7512,157350
7512,149
7512,604
7512,605
82654,72190
82654,294254
82654,336843
82654,101299
82654,131631
4638,4771
4638,984
4638,1696
4638,1949
4638,13820
308531,1724
308531,299537
308531,297762
308531,209112
308531,49521
507143,10625
507143,89185
507143,272693
507143,449176
507143,81250
71552,843
71552,14
71552,1440
71552,112160
71552,787
9637,253
9637,10198
9637,307663
9637,10585
9637,9913
137116,585
137116,20352
137116,150540
137116,1124
137116,101299
10661,433627
10661,612
10661,399248
10661,8885
10661,8850
452773,121734
452773,12230
452773,9598
452773,10481
452773,14306
9880,449176
9880,286565
9880,308369
9880,674
138697,4995
138697,979
138697,106646
138697,112160
138697,122081
27022,808
27022,34584
27022,10140
27022,10191
27022,671
342473,10545
342473,11224
342473,9325
634,10735
634,1581
634,14
634,296096
460793,9479
460793,812
460793,150540
460793,8871
460793,51052
542433,354912
542433,273481
542433,460019
542433,138832
542433,332567
489925,376660
489925,2105
489925,112160
489925,449176
489925,76726
8920,16859
8920,10137
8920,3049
8920,9691
8920,533
339404,1124
339404,272
339404,862
339404,105
472226,10545
472226,352492
472226,98948
472226,468904
472226,480948
364433,141052
364433,155
364433,49521
364433,1924
364433,8536
413857,357096
413857,15069
413857,10781
413857,948
413857,238636
1268,9479
1268,1281
1268,5375
1268,8871
1268,51052
114150,460019
114150,6477
114150,55721
114150,290762
818,817
818,955
818,608
818,238713
818,9654
10591,272693
10591,10625
10591,449176
10591,511785
10591,37725
39514,954
39514,955
39514,137094
39514,238713
39514,47964
19994,1690
19994,588
19994,2108
19994,298250
19994,381288
274167,49519
274167,93456
274167,225886
274167,116711
274167,393
9428,238615
9428,258230
9428,11042
9428,31701
9428,41827
40805,8456
40805,9053
40805,45132
40805,1572
40805,2502
228165,11836
228165,152747
228165,435126
228165,9804
228165,489929
2284,862
2284,257445
2284,10895
2284,68735
2284,12445
318846,106646
318846,424
318846,769
318846,300671
318846,316029
427900,13
427900,73
427900,272693
427900,11224
9486,954
9486,646
9486,955
9486,956
9486,343668
209189,4771
209189,8067
209189,275
209189,479040
209189,984
39939,273481
39939,17899
39939,9352
39939,9326
39939,144336
11887,10947
11887,308369
11887,2105
11887,449176
11887,13649
58233,646
58233,954
58233,47971
58233,37834
58233,37724
515841,226
515841,300667
515841,65229
515841,366696
515841,27103
2770,17899
2770,22705
2770,106646
2770,109414
2770,122081
325133,17899
325133,19053
325133,179144
325133,12620
261392,77
261392,383538
261392,18785
261392,156022
261392,198663
2642,396371
2642,390043
2642,384677
2642,389
2642,1572
18240,11631
18240,437557
18240,9813
18240,35
18240,297762
10992,12230
10992,603
10992,604
10992,605
10992,1366
6557,254470
6557,290762
6557,634
6557,35690
6557,1949
452030,10882
452030,5393
452030,11224
452030,224141
452030,808
11397,10625
11397,11355
11397,272693
11397,9880
11397,15144
45132,341006
45132,8456
45132,52629
45132,381288
11774,44826
11774,411
11774,10140
11774,11224
11774,671
277217,272693
277217,9880
277217,81250
277217,449176
277217,417320
10184,38
10184,8390
10184,111969
10184,261470
10184,290762
49520,10330
49520,10631
49520,10096
49520,27066
49520,713
371638,8966
371638,424
371638,769
371638,50124
371638,300671
50022,4771
50022,11423
50022,15069
50022,193893
50022,26390
76493,1523
76493,402897
76493,914
76493,9355
76493,10303
402897,109414
402897,300671
402897,14
402897,419430
402897,181283
412988,927
412988,11899
412988,11176
412988,14900
412988,10895
532498,449749
532498,371608
532498,112160
532498,398818
532498,920
9471,253
9471,954
9471,646
9471,708
9471,955
429733,15069
429733,357096
429733,4771
429733,96
429733,146198
239563,44564
239563,290762
239563,862
239563,13
239563,50544
391710,389015
391710,487558
391710,363676
391710,424
391710,769
436931,34433
436931,601
436931,129
436931,493006
436931,507562
10708,601
10708,585
10708,20352
10708,150540
10708,420814
339967,927
339967,458737
339967,9619
339967,51876
339967,588
270487,562
270487,1571
270487,146233
270487,8090
8584,384680
8584,581
8584,808
8584,281957
8584,809
416477,772
416477,241239
416477,2064
416477,429200
416477,11007
268531,406997
268531,346364
268531,400928
268531,862
268531,82690
437670,400547
437670,52449
437670,8841
437670,37735
1584,89185
1584,11887
1584,525
1584,2108
1584,449176
43347,1024
43347,1259
43347,44564
43347,290762
43347,24420
1267,82703
1267,290762
1267,87101
1267,673
1267,41154
417644,96
417644,4771
417644,26390
417644,193893
417644,2142
